UH;Reserva;Descrição;Crédito;Débito;Valor;Documento;Data;Hora;Usuário;Qtde.;Motivo;
107;57429723;DIARIA;-293;0,00;-293,00;UH: 107 Reserva: 574;01/05/2022;10:04:21;RFELIZ;1;ERRO DO SISTEMA;
208;57825777;STONE - MASTERCARD D;0;32,25;32,25;113460;01/05/2022;1:48:40;RFELIZ;1;ERRO DE LANÇAMENTO;
510;57813205;DIFERENÇA DE DIARIA;-196,79;0,00;-196,79;UH: 510 Reserva: 578;01/05/2022;12:14:57;RFELIZ;1;ERRO DE LANÇAMENTO;
502;57837422;DIARIA;-196,24;0,00;-196,24;UH: 502 Reserva: 578;01/05/2022;23:24:00;RFELIZ;1;ERRO DE LANÇAMENTO;
510;57813205;DIFERENÇA DE DIARIA;-30;0,00;-30,00;REF DIONEI DA COS;01/05/2022;12:13:47;RFELIZ;1;ERRO DE LANÇAMENTO;
107;57429723;ISS;-14,65;0,00;-14,65;;01/05/2022;10:04:21;RFELIZ;1;ERRO DO SISTEMA;
107;57429723;ISS;-14,65;0,00;-14,65;;01/05/2022;10:04:21;RFELIZ;1;ERRO DO SISTEMA;
510;57813205;ISS;-9,84;0,00;-9,84;;01/05/2022;12:14:57;RFELIZ;1;ERRO DE LANÇAMENTO;
502;57837422;ISS;-9,81;0,00;-9,81;;01/05/2022;23:24:00;RFELIZ;1;ERRO DE LANÇAMENTO;
701;57718687;DIARIA;-2,97;0,00;-2,97;UH: 701 Reserva: 577;01/05/2022;11:25:08;RFELIZ;1;CORTESIA DE DIÁRIAS;
510;57813205;ISS;-1,5;0,00;-1,50;;01/05/2022;12:13:47;RFELIZ;1;ERRO DE LANÇAMENTO;
701;57718687;ISS;-0,15;0,00;-0,15;;01/05/2022;11:25:08;RFELIZ;1;CORTESIA DE DIÁRIAS;
701;57718687;DINHEIRO;0;2,97;2,97;;01/05/2022;11:24:36;RFELIZ;1;ERRO DE LANÇAMENTO;
;;STONE - MASTERCARD C;0;26,25;26,25;REF A 908;01/05/2022;0:42:44;RFELIZ;1;ERRO DE LANÇAMENTO;
309;57755221;STONE - ELO CREDITO;0;32,25;32,25;655687;01/05/2022;0:35:06;RFELIZ;1;ERRO DE LANÇAMENTO;
107;57429723;DIARIA;-293;0,00;-293,00;UH: 107 Reserva: 574;01/05/2022;10:04:21;RFELIZ;1;ERRO DO SISTEMA;
401;57767653;DIARIA;-281;0,00;-281,00;UH: 401 Reserva: 577;02/05/2022;6:47:03;RFELIZ;1;ERRO DE LANÇAMENTO;
;;A FATURAR;0;210,00;210,00;;02/05/2022;11:30:04;LPADOVINO;1;Erro de Laçto;
401;57767653;DIARIA;-281;0,00;-281,00;UH: 401 Reserva: 577;02/05/2022;6:47:03;RFELIZ;1;ERRO DE LANÇAMENTO;
401;57767653;DIARIA;-253;0,00;-253,00;UH: 401 Reserva: 577;02/05/2022;6:47:03;RFELIZ;1;ERRO DE LANÇAMENTO;
1201;57720207;ACESSORIO CELULAR;-59,9;0,00;-59,90;Venda: 75905733;02/05/2022;14:48:00;ECSOUSA;1;ERRO DE LANÇAMENTO;
705;56816111;PASSADORIA;-25,2;0,00;-25,20;Venda: 75894789 / 3 c;02/05/2022;12:58:00;CALOLIVEIRA;3;AUTORIZADO PELO GERENT;
1106;57787670;ESTACIONAMENTO;-25;0,00;-25,00;rmf7a36;02/05/2022;0:38:00;RFELIZ;1;LCTO EM DUPLICIDADE;
710;57529248;FRIGOBAR;-15;0,00;-15,00;Venda: 75902722;02/05/2022;8:48:00;LPADOVINO;1;HOSPEDE NÃO CONSUMIU;
401;57767653;ISS;-14,05;0,00;-14,05;;02/05/2022;6:47:03;RFELIZ;1;ERRO DE LANÇAMENTO;
401;57767653;ISS;-14,05;0,00;-14,05;;02/05/2022;6:47:03;RFELIZ;1;ERRO DE LANÇAMENTO;
401;57767653;ISS;-14,05;0,00;-14,05;;02/05/2022;6:47:03;RFELIZ;1;ERRO DE LANÇAMENTO;
401;57767653;ISS;-12,65;0,00;-12,65;;02/05/2022;6:47:03;RFELIZ;1;ERRO DE LANÇAMENTO;
905;57103801;FRIGOBAR;-12;0,00;-12,00;Venda: 75901411;02/05/2022;8:09:00;LPADOVINO;2;HOSPEDE NÃO CONSUMIU;
905;57103801;FRIGOBAR;-8;0,00;-8,00;Venda: 75901412;02/05/2022;8:09:00;LPADOVINO;1;HOSPEDE NÃO CONSUMIU;
1109;57804303;FRIGOBAR;-4;0,00;-4,00;Venda: 75895568;02/05/2022;11:56:09;LPADOVINO;1;AUTORIZADO PELO GERENT;
705;56816111;ISS;-1,26;0,00;-1,26;;02/05/2022;12:58:00;CALOLIVEIRA;1;AUTORIZADO PELO GERENT;
1106;57787670;ISS;-1,25;0,00;-1,25;;02/05/2022;0:38:00;RFELIZ;1;LCTO EM DUPLICIDADE;
401;57767653;DIARIA;-0,02;0,00;-0,02;REF 01.05.22'';02/05/2022;6:50:08;RFELIZ;1;CORTESIA DE DIÁRIAS;
401;57767653;ISS;0;0,00;0,00;;02/05/2022;6:50:08;RFELIZ;1;CORTESIA DE DIÁRIAS;
105;57828229;STONE - MASTERCARD D;0;34,25;34,25;114928;02/05/2022;19:26:38;CFIOR;1;ERRO DE LANÇAMENTO;
804;57450684;STONE - VISA CREDITO;0;74,50;74,50;385427;02/05/2022;15:15:27;LPADOVINO;1;AUTORIZADO PELO GERENT;
401;57767653;DIARIA;-281;0,00;-281,00;UH: 401 Reserva: 577;02/05/2022;6:47:03;RFELIZ;1;ERRO DE LANÇAMENTO;
;;ESTACIONAMENTO;-25;0,00;-25,00;PCX2B47;03/05/2022;16:16:09;CFIOR;1;ERRO DE LANÇAMENTO;
506;57856915;STONE - MASTERCARD C;0;983,83;983,83;874307;03/05/2022;1:09:00;RFREITAS;1;ERRO DE LANÇAMENTO;
910;57637318;ESTACIONAMENTO;-25;0,00;-25,00;gbl 9603 asx;03/05/2022;0:33:47;RFREITAS;1;LCTO EM DUPLICIDADE;
411;57815402;FRIGOBAR;-18;0,00;-18,00;Venda: 75905935;03/05/2022;16:51:12;CALOLIVEIRA;3;AUTORIZADO PELO GERENT;
411;57815402;FRIGOBAR;-16;0,00;-16,00;Venda: 75905589;03/05/2022;16:51:12;CALOLIVEIRA;2;AUTORIZADO PELO GERENT;
605;57808171;FRIGOBAR;-12;0,00;-12,00;Venda: 75906945;03/05/2022;16:46:59;CALOLIVEIRA;2;AUTORIZADO PELO GERENT;
605;57808171;FRIGOBAR;-8;0,00;-8,00;Venda: 75906946;03/05/2022;16:46:59;CALOLIVEIRA;1;AUTORIZADO PELO GERENT;
605;57808171;FRIGOBAR;-6;0,00;-6,00;Venda: 75906944;03/05/2022;16:46:59;CALOLIVEIRA;1;AUTORIZADO PELO GERENT;
;;ISS;-1,25;0,00;-1,25;;03/05/2022;16:16:09;CFIOR;1;ERRO DE LANÇAMENTO;
;;ISS;-1,25;0,00;-1,25;;03/05/2022;16:16:09;CFIOR;1;ERRO DE LANÇAMENTO;
910;57637318;ISS;-1,25;0,00;-1,25;;03/05/2022;0:33:47;RFREITAS;1;LCTO EM DUPLICIDADE;
701;57745854;DESCONTO DE FRIGOBAR;0;1,39;1,39;;03/05/2022;19:27:05;CALOLIVEIRA;1;AUTORIZADO PELO GERENT;
701;57745854;DESCONTO DE FRIGOBAR;0;4,79;4,79;;03/05/2022;10:23:00;CALOLIVEIRA;1;AUTORIZADO PELO GERENT;
102;57817731;STONE - VISA CREDITO;0;6,00;6,00;074185;03/05/2022;18:29:48;LPADOVINO;1;AUTORIZADO PELO GERENT;
809;57802742;STONE - MASTERCARD C;0;26,25;26,25;020515;03/05/2022;18:46:35;LPADOVINO;1;AUTORIZADO PELO GERENT;
301;57772592;STONE - VISA CREDITO;0;68,50;68,50;575335;03/05/2022;18:09:09;LPADOVINO;1;AUTORIZADO PELO GERENT;
501;57738203;STONE - MASTERCARD D;0;80,50;80,50;475417;03/05/2022;18:36:57;LPADOVINO;1;AUTORIZADO PELO GERENT;
102;57817731;STONE - MASTERCARD D;0;259,64;259,64;023524;03/05/2022;18:42:27;LPADOVINO;1;AUTORIZADO PELO GERENT;
906;57827850;STONE - VISA CREDITO;0;287,36;287,36;978580;03/05/2022;18:21:27;LPADOVINO;1;AUTORIZADO PELO GERENT;
;57806527;STONE - MASTERCARD C;0;404,79;404,79;T09814;03/05/2022;17:24:25;CALOLIVEIRA;1;AUTORIZADO PELO GERENT;
;;ESTACIONAMENTO;-25;0,00;-25,00;BBJ7352;03/05/2022;16:16:09;CFIOR;1;ERRO DE LANÇAMENTO;
601;57898901;DIARIA;-190,96;0,00;-190,96;UH: 601 Reserva: 578;04/05/2022;18:52:00;CALOLIVEIRA;1;AUTORIZADO PELO GERENT;
1009;57824517;STONE - VISA CREDITO;0;876,01;876,01;542559;04/05/2022;2:14:00;RFREITAS;1;ERRO DE LANÇAMENTO;
209;57849919;ESTACIONAMENTO;-25;0,00;-25,00;BCL9656;04/05/2022;0:36:00;RFREITAS;1;LCTO EM DUPLICIDADE;
401;57622485;FRIGOBAR;-15;0,00;-15,00;Venda: 75906968;04/05/2022;7:16:00;RFREITAS;1;HOSPEDE NÃO CONSUMIU;
;;ESTACIONAMENTO;-15;0,00;-15,00;BEA - 7985;04/05/2022;0:34:10;RFREITAS;1;LCTO EM DUPLICIDADE;
;;ESTACIONAMENTO;-15;0,00;-15,00;SANDERO BAE 3512;04/05/2022;0:35:42;RFREITAS;1;ERRO DE LANÇAMENTO;
601;57898901;ISS;-9,55;0,00;-9,55;;04/05/2022;18:52:00;CALOLIVEIRA;1;AUTORIZADO PELO GERENT;
411;57740968;FRIGOBAR;-8;0,00;-8,00;Venda: 75908408;04/05/2022;16:08:12;ECSOUSA;1;ERRO DE LANÇAMENTO;
903;57806993;FRIGOBAR;-8;0,00;-8,00;Venda: 75905572;04/05/2022;18:58:35;CFIOR;1;ERRO DE LANÇAMENTO;
903;57806993;ISS;-7,1;0,00;-7,10;;04/05/2022;19:02:58;CFIOR;1;ERRO DE LANÇAMENTO;
103;57613508;FRIGOBAR;-6;0,00;-6,00;Venda: 75907768;04/05/2022;8:13:47;ECSOUSA;1;ERRO DE LANÇAMENTO;
411;57740968;FRIGOBAR;-6;0,00;-6,00;Venda: 75908407;04/05/2022;16:08:12;ECSOUSA;1;ERRO DE LANÇAMENTO;
1101;57865094;TROC TROCO;-3;0,00;-3,00;;04/05/2022;12:22:24;ECSOUSA;1;ERRO DE LANÇAMENTO;
1101;57865094;TROC TROCO;-3;0,00;-3,00;;04/05/2022;2:09:00;RFREITAS;1;ERRO DE LANÇAMENTO;
209;57849919;ISS;-1,25;0,00;-1,25;;04/05/2022;0:36:00;RFREITAS;1;LCTO EM DUPLICIDADE;
;;ISS;-0,75;0,00;-0,75;;04/05/2022;0:34:10;RFREITAS;1;LCTO EM DUPLICIDADE;
;;ISS;-0,75;0,00;-0,75;;04/05/2022;0:35:42;RFREITAS;1;ERRO DE LANÇAMENTO;
1101;57865094;STONE - MASTERCARD C;0;3,00;3,00;432553;04/05/2022;2:09:00;RFREITAS;1;ERRO DE LANÇAMENTO;
1203;57810168;STONE - VISA CREDITO;0;10,00;10,00;020655;04/05/2022;15:15:08;LPADOVINO;1;ERRO DE LANÇAMENTO;
401;57622485;STONE - MASTERCARD D;0;14,00;14,00;017905;04/05/2022;1:59:14;RFREITAS;1;ERRO DE LANÇAMENTO;
502;57640858;STONE - VISA DEBITO;0;41,00;41,00;956681;04/05/2022;2:21:11;RFREITAS;1;ERRO DE LANÇAMENTO;
103;57613508;STONE - MASTERCARD D;0;58,50;58,50;;04/05/2022;18:26:27;ECSOUSA;1;ERRO DE LANÇAMENTO;
102;57399212;A FATURAR;0;455,70;455,70;;04/05/2022;16:15:12;CFIOR;1;Erro de Laçto;
;57666032;STONE - MASTERCARD C;0;548,86;548,86;464407;04/05/2022;17:59:26;CALOLIVEIRA;1;AUTORIZADO PELO GERENT;
903;57806993;DIARIA;-142;0,00;-142,00;REF 04/05;04/05/2022;19:02:58;CFIOR;1;ERRO DE LANÇAMENTO;
108;57921261;DIARIA;-297;0,00;-297,00;UH: 108 Reserva: 579;05/05/2022;19:29:00;ECSOUSA;1;ERRO DO SISTEMA;
1101;57865094;STONE - MASTERCARD C;0;562,25;562,25;432553;05/05/2022;14:44:31;RFELIZ;1;ERRO DE LANÇAMENTO;
105;57623562;NO SHOW;-160,36;0,00;-160,36;;05/05/2022;16:49:00;CALOLIVEIRA;1;AUTORIZADO PELO GERENT;
1104;57603340;ESTACIONAMENTO;-25;0,00;-25,00;dlr8227;05/05/2022;0:41:00;RFREITAS;1;LCTO EM DUPLICIDADE;
511;57885109;FRIGOBAR;-16;0,00;-16,00;Venda: 75908376;05/05/2022;8:56:37;RFELIZ;2;HOSPEDE NÃO CONSUMIU;
310;54971160;FRIGOBAR;-16;0,00;-16,00;Venda: 75887893;05/05/2022;15:53:15;CALOLIVEIRA;2;AUTORIZADO PELO GERENT;
108;57921261;ISS;-14,85;0,00;-14,85;;05/05/2022;19:29:00;ECSOUSA;1;ERRO DO SISTEMA;
209;57849919;ISS;-10,85;0,00;-10,85;;05/05/2022;5:58:01;RFREITAS;1;ERRO DO SISTEMA;
511;57885109;FRIGOBAR;-10;0,00;-10,00;Venda: 75908380;05/05/2022;8:56:38;RFELIZ;2;HOSPEDE NÃO CONSUMIU;
105;57623562;ISS;-8,02;0,00;-8,02;;05/05/2022;16:49:00;CALOLIVEIRA;1;AUTORIZADO PELO GERENT;
408;57171890;FRIGOBAR;-8;0,00;-8,00;Venda: 75908424;05/05/2022;7:20:33;RFREITAS;1;HOSPEDE NÃO CONSUMIU;
511;57885109;FRIGOBAR;-8;0,00;-8,00;Venda: 75908377;05/05/2022;8:56:37;RFELIZ;1;HOSPEDE NÃO CONSUMIU;
511;57885109;FRIGOBAR;-8;0,00;-8,00;Venda: 75908378;05/05/2022;8:56:37;RFELIZ;1;HOSPEDE NÃO CONSUMIU;
308;57663955;FRIGOBAR;-6;0,00;-6,00;Venda: 75909454;05/05/2022;9:13:26;RFELIZ;1;ERRO DE LANÇAMENTO;
310;54971160;FRIGOBAR;-6;0,00;-6,00;Venda: 75887892;05/05/2022;15:53:15;CALOLIVEIRA;1;AUTORIZADO PELO GERENT;
511;57885109;FRIGOBAR;-5;0,00;-5,00;Venda: 75908379;05/05/2022;8:56:38;RFELIZ;1;HOSPEDE NÃO CONSUMIU;
1104;57603340;ISS;-1,25;0,00;-1,25;;05/05/2022;0:41:00;RFREITAS;1;LCTO EM DUPLICIDADE;
1009;57436525;STONE - MASTERCARD C;0;21,00;21,00;135491;05/05/2022;14:42:02;RFELIZ;1;ERRO DE LANÇAMENTO;
102;57399212;STONE - MASTERCARD D;0;35,00;35,00;079554;05/05/2022;14:49:00;RFELIZ;1;ERRO DE LANÇAMENTO;
410;57754276;STONE - VISA CREDITO;0;52,50;52,50;;05/05/2022;10:47:17;ECSOUSA;1;ERRO DE LANÇAMENTO;
108;57921261;STONE - MASTERCARD D;0;274,42;274,42;369924;05/05/2022;2:08:00;RFREITAS;1;ERRO DE LANÇAMENTO;
1101;57865094;STONE - MASTERCARD C;0;462,25;462,25;432663;05/05/2022;14:45:26;RFELIZ;1;ERRO DE LANÇAMENTO;
911;57702322;VL2ECSTONE - ELO CREDITO 2;0;524,00;524,00;988760;05/05/2022;12:11:49;ECSOUSA;1;ERRO DE LANÇAMENTO;
209;57849919;DIARIA;-217;0,00;-217,00;UH: 209 Reserva: 578;05/05/2022;5:58:01;RFREITAS;1;ERRO DO SISTEMA;
706;57883327;DIFERENÇA DE DIARIA;-269,75;0,00;-269,75;UH: 706;06/05/2022;23:04:00;ECSOUSA;1;ERRO DO SISTEMA;
308;57663955;STONE - VISA CREDITO;0;1.051,37;1.051,37;157922;06/05/2022;6:46:15;RFREITAS;1;LCTO EM DUPLICIDADE;
911;57921377;ESTACIONAMENTO;-25;0,00;-25,00;axz927;06/05/2022;9:40:44;RFELIZ;1;LCTO EM DUPLICIDADE;
710;57794014;ESTACIONAMENTO;-25;0,00;-25,00;azg 748 amarok;06/05/2022;23:44:00;ECSOUSA;1;ERRO DE LANÇAMENTO;
1006;57632847;ESTACIONAMENTO;-25;0,00;-25,00;bdm 306;06/05/2022;1:54:00;RFREITAS;1;LCTO EM DUPLICIDADE;
304;57408602;FRIGOBAR;-20;0,00;-20,00;Venda: 75910883;06/05/2022;7:44:00;ECSOUSA;2;ERRO DE LANÇAMENTO;
801;57720460;FRIGOBAR;-16;0,00;-16,00;Venda: 75909936;06/05/2022;8:18:36;RFELIZ;2;HOSPEDE NÃO CONSUMIU;
706;57883327;ISS;-13,49;0,00;-13,49;;06/05/2022;23:04:00;ECSOUSA;1;ERRO DO SISTEMA;
910;57637318;FRIGOBAR;-12;0,00;-12,00;Venda: 75906922;06/05/2022;8:26:00;ECSOUSA;1;ERRO DE LANÇAMENTO;
707;57896992;ISS;-11,14;0,00;-11,14;;06/05/2022;10:46:14;CALOLIVEIRA;1;AUTORIZADO PELO GERENT;
801;57720460;FRIGOBAR;-8;0,00;-8,00;Venda: 75909935;06/05/2022;8:18:14;RFELIZ;1;HOSPEDE NÃO CONSUMIU;
801;57720460;FRIGOBAR;-8;0,00;-8,00;Venda: 75909937;06/05/2022;8:18:36;RFELIZ;1;HOSPEDE NÃO CONSUMIU;
801;57720460;FRIGOBAR;-6;0,00;-6,00;Venda: 75910974;06/05/2022;8:16:00;RFELIZ;1;HOSPEDE NÃO CONSUMIU;
403;57407851;FRIGOBAR;-6;0,00;-6,00;Venda: 75908429;06/05/2022;8:22:09;ECSOUSA;1;ERRO DE LANÇAMENTO;
911;57921377;ISS;-1,25;0,00;-1,25;;06/05/2022;9:40:44;RFELIZ;1;LCTO EM DUPLICIDADE;
710;57794014;ISS;-1,25;0,00;-1,25;;06/05/2022;23:44:00;ECSOUSA;1;ERRO DE LANÇAMENTO;
1006;57632847;ISS;-1,25;0,00;-1,25;;06/05/2022;1:54:00;RFREITAS;1;LCTO EM DUPLICIDADE;
711;57922993;DIARIA NET;-0,25;0,00;-0,25;UH: 711 Reserva: 579;06/05/2022;9:04:45;RFELIZ;1;CORTESIA DE DIÁRIAS;
309;57852502;STONE - VISA CREDITO;0;6,00;6,00;602551;06/05/2022;16:34:59;RFELIZ;1;ERRO DE LANÇAMENTO;
601;57898901;STONE - MASTERCARD D;0;34,25;34,25;553855;06/05/2022;16:10:37;RFELIZ;1;ERRO DE LANÇAMENTO;
905;57799695;STONE - MASTERCARD D;0;105,00;105,00;;06/05/2022;10:58:00;ECSOUSA;1;ERRO DO SISTEMA;
410;57754276;STONE - VISA CREDITO;0;108,50;108,50;087851;06/05/2022;16:16:22;RFELIZ;1;ERRO DE LANÇAMENTO;
207;57720428;STONE - MASTERCARD C;0;153,00;153,00;690625;06/05/2022;23:34:16;ECSOUSA;1;ERRO DE LANÇAMENTO;
710;57794014;A FATURAR;0;242,55;242,55;;06/05/2022;19:44:10;ECSOUSA;1;Erro de Laçto;
;57930651;STONE - MASTERCARD C;0;374,90;374,90;016587;06/05/2022;18:38:41;CALOLIVEIRA;1;AUTORIZADO PELO GERENT;
707;57896992;DAY USE;-222,75;0,00;-222,75;UH: 707 Reserva: 578;06/05/2022;10:46:14;CALOLIVEIRA;1;AUTORIZADO PELO GERENT;
1001;57669619;ESTACIONAMENTO;-1001;0,00;-1.001,00;QIW-006  VIRTUS;07/05/2022;20:31:00;CFIOR;1;ERRO DE LANÇAMENTO;
905;57799695;A FATURAR;0;596,40;596,40;;07/05/2022;3:50:59;RFELIZ;1;Erro de Laçto;
